country,date,sector,MtCO2 per day
United Kingdom,07/09/2023,Ground Transport,0.303426
United Kingdom,07/09/2023,Industry,0.24009
United Kingdom,07/09/2023,International Aviation,0
United Kingdom,07/09/2023,Power,0.223378
United Kingdom,07/09/2023,Residential,0.131173
United States,07/09/2023,Domestic Aviation,0.435028
United States,07/09/2023,Ground Transport,4.70351
United States,07/09/2023,Industry,3.59333
United States,07/09/2023,International Aviation,0
United States,07/09/2023,Power,6.03717
United States,07/09/2023,Residential,0.921839
Brazil,08/09/2023,Domestic Aviation,0.0220312
Brazil,08/09/2023,Ground Transport,0.466829
Brazil,08/09/2023,Industry,0.380098
Brazil,08/09/2023,International Aviation,0
Brazil,08/09/2023,Power,0.0990281
Brazil,08/09/2023,Residential,0.111417
China,08/09/2023,Domestic Aviation,0.31595
China,08/09/2023,Ground Transport,2.66293
China,08/09/2023,Industry,11.0321
China,08/09/2023,International Aviation,0
China,08/09/2023,Power,17.1075
China,08/09/2023,Residential,1.03367
EU27 & UK,08/09/2023,Domestic Aviation,0.0565335
EU27 & UK,08/09/2023,Ground Transport,2.53769
EU27 & UK,08/09/2023,Industry,2.19059
EU27 & UK,08/09/2023,International Aviation,0
EU27 & UK,08/09/2023,Power,2.07846
EU27 & UK,08/09/2023,Residential,0.572736
France,08/09/2023,Domestic Aviation,0.0118531
France,08/09/2023,Ground Transport,0.343249
France,08/09/2023,Industry,0.29105
France,08/09/2023,International Aviation,0
France,08/09/2023,Power,0.066512
France,08/09/2023,Residential,0.0724245
Germany,08/09/2023,Domestic Aviation,0.00357364
Germany,08/09/2023,Ground Transport,0.402378
Germany,08/09/2023,Industry,0.391268
Germany,08/09/2023,International Aviation,0
Germany,08/09/2023,Power,0.528756
Germany,08/09/2023,Residential,0.0754297
India,08/09/2023,Domestic Aviation,0.0400048
India,08/09/2023,Ground Transport,0.633459
India,08/09/2023,Industry,2.15518
India,08/09/2023,International Aviation,0
India,08/09/2023,Power,3.92618
India,08/09/2023,Residential,0.299435
Italy,08/09/2023,Domestic Aviation,0.00712136
Italy,08/09/2023,Ground Transport,0.297563
Italy,08/09/2023,Industry,0.183308
Italy,08/09/2023,International Aviation,0
Italy,08/09/2023,Power,0.240435
Italy,08/09/2023,Residential,0.0699368
Japan,08/09/2023,Domestic Aviation,0.0293262
Japan,08/09/2023,Ground Transport,0.471818
Japan,08/09/2023,Industry,0.668728
Japan,08/09/2023,International Aviation,0
Japan,08/09/2023,Power,1.40118
Japan,08/09/2023,Residential,0.12257
ROW,08/09/2023,Domestic Aviation,0.199368
ROW,08/09/2023,Ground Transport,6.62656
ROW,08/09/2023,Industry,9.76654
ROW,08/09/2023,International Aviation,1.72267
ROW,08/09/2023,Power,10.1026
ROW,08/09/2023,Residential,1.52743
Russia,08/09/2023,Domestic Aviation,0.0553859
Russia,08/09/2023,Ground Transport,0.725875
Russia,08/09/2023,Industry,1.13758
Russia,08/09/2023,International Aviation,0
Russia,08/09/2023,Power,1.99284
Russia,08/09/2023,Residential,0.391112
Spain,08/09/2023,Domestic Aviation,0.0224066
Spain,08/09/2023,Ground Transport,0.258212
Spain,08/09/2023,Industry,0.199001
Spain,08/09/2023,International Aviation,0
Spain,08/09/2023,Power,0.133699
Spain,08/09/2023,Residential,0.0523352
United Kingdom,08/09/2023,Domestic Aviation,0.0053182
United Kingdom,08/09/2023,Ground Transport,0.300615
United Kingdom,08/09/2023,Industry,0.262834
United Kingdom,08/09/2023,International Aviation,0
United Kingdom,08/09/2023,Power,0.244538
United Kingdom,08/09/2023,Residential,0.130883
United States,08/09/2023,Domestic Aviation,0.439151
United States,08/09/2023,Ground Transport,4.66239
United States,08/09/2023,Industry,3.46176
United States,08/09/2023,International Aviation,0
United States,08/09/2023,Power,5.81613
United States,08/09/2023,Residential,0.926329
Brazil,09/09/2023,Domestic Aviation,0.021571
Brazil,09/09/2023,Ground Transport,0.52146
Brazil,09/09/2023,Industry,0.362332
Brazil,09/09/2023,International Aviation,0
Brazil,09/09/2023,Power,0.0943994
Brazil,09/09/2023,Residential,0.111417
China,09/09/2023,Domestic Aviation,0.306864
China,09/09/2023,Ground Transport,2.63847
China,09/09/2023,Industry,11.1264
China,09/09/2023,International Aviation,0
China,09/09/2023,Power,17.2536
China,09/09/2023,Residential,1.0307
EU27 & UK,09/09/2023,Domestic Aviation,0.0503361
EU27 & UK,09/09/2023,Ground Transport,2.27536
EU27 & UK,09/09/2023,Industry,1.79931
EU27 & UK,09/09/2023,International Aviation,0
EU27 & UK,09/09/2023,Power,1.70721
EU27 & UK,09/09/2023,Residential,0.569976
France,09/09/2023,Domestic Aviation,0.0118839
France,09/09/2023,Ground Transport,0.319792
France,09/09/2023,Industry,0.236736
France,09/09/2023,International Aviation,0
France,09/09/2023,Power,0.0540999
France,09/09/2023,Residential,0.0723415
Germany,09/09/2023,Domestic Aviation,0.00269365
Germany,09/09/2023,Ground Transport,0.37179
Germany,09/09/2023,Industry,0.352003
Germany,09/09/2023,International Aviation,0
Germany,09/09/2023,Power,0.475694
Germany,09/09/2023,Residential,0.075389
India,09/09/2023,Domestic Aviation,0.040855
India,09/09/2023,Ground Transport,0.684723
India,09/09/2023,Industry,2.10274
India,09/09/2023,International Aviation,0
India,09/09/2023,Power,3.83065
India,09/09/2023,Residential,0.299197
Italy,09/09/2023,Domestic Aviation,0.00787494
Italy,09/09/2023,Ground Transport,0.275305
Italy,09/09/2023,Industry,0.130426
Italy,09/09/2023,International Aviation,0
Italy,09/09/2023,Power,0.171072
Italy,09/09/2023,Residential,0.0696855
Japan,09/09/2023,Domestic Aviation,0.0297039
Japan,09/09/2023,Ground Transport,0.459418
Japan,09/09/2023,Industry,0.580128
Japan,09/09/2023,International Aviation,0
Japan,09/09/2023,Power,1.21554
Japan,09/09/2023,Residential,0.12188
ROW,09/09/2023,Domestic Aviation,0.17837
ROW,09/09/2023,Ground Transport,6.14563
ROW,09/09/2023,Industry,9.42176
ROW,09/09/2023,International Aviation,1.72252
ROW,09/09/2023,Power,9.70978
ROW,09/09/2023,Residential,1.51621
Russia,09/09/2023,Domestic Aviation,0.0553405
Russia,09/09/2023,Ground Transport,0.595698
Russia,09/09/2023,Industry,1.10474
Russia,09/09/2023,International Aviation,0
Russia,09/09/2023,Power,1.93531
Russia,09/09/2023,Residential,0.378167
Spain,09/09/2023,Domestic Aviation,0.0193554
Spain,09/09/2023,Ground Transport,0.204674
Spain,09/09/2023,Industry,0.154382
Spain,09/09/2023,International Aviation,0
Spain,09/09/2023,Power,0.103721
Spain,09/09/2023,Residential,0.052457
United Kingdom,09/09/2023,Domestic Aviation,0.00356426
United Kingdom,09/09/2023,Ground Transport,0.293607
United Kingdom,09/09/2023,Industry,0.190383
United Kingdom,09/09/2023,International Aviation,0
United Kingdom,09/09/2023,Power,0.17713
United Kingdom,09/09/2023,Residential,0.130093
United States,09/09/2023,Domestic Aviation,0.400892
United States,09/09/2023,Ground Transport,4.4685
United States,09/09/2023,Industry,3.23741
United States,09/09/2023,International Aviation,0
United States,09/09/2023,Power,5.43918
United States,09/09/2023,Residential,0.920461
Brazil,10/09/2023,Domestic Aviation,0.0243438
Brazil,10/09/2023,Ground Transport,0.430427
Brazil,10/09/2023,Industry,0.363992
Brazil,10/09/2023,International Aviation,0
Brazil,10/09/2023,Power,0.094832
Brazil,10/09/2023,Residential,0.111417
China,10/09/2023,Domestic Aviation,0.318627
China,10/09/2023,Ground Transport,2.76188
China,10/09/2023,Industry,10.9948
China,10/09/2023,International Aviation,0
China,10/09/2023,Power,17.0496
China,10/09/2023,Residential,1.02304
EU27 & UK,10/09/2023,Domestic Aviation,0.0530492
EU27 & UK,10/09/2023,Ground Transport,1.97333
EU27 & UK,10/09/2023,Industry,1.66774
EU27 & UK,10/09/2023,International Aviation,0
EU27 & UK,10/09/2023,Power,1.58238
EU27 & UK,10/09/2023,Residential,0.569259
France,10/09/2023,Domestic Aviation,0.0115284
France,10/09/2023,Ground Transport,0.273822
France,10/09/2023,Industry,0.146235
France,10/09/2023,International Aviation,0
France,10/09/2023,Power,0.0334183
France,10/09/2023,Residential,0.0723358
Germany,10/09/2023,Domestic Aviation,0.00292126
Germany,10/09/2023,Ground Transport,0.338751
Germany,10/09/2023,Industry,0.326737
Germany,10/09/2023,International Aviation,0
Germany,10/09/2023,Power,0.44155
Germany,10/09/2023,Residential,0.0754099
India,10/09/2023,Domestic Aviation,0.0399031
India,10/09/2023,Ground Transport,0.637274
India,10/09/2023,Industry,1.99315
India,10/09/2023,International Aviation,0
India,10/09/2023,Power,3.63101
India,10/09/2023,Residential,0.297045
Italy,10/09/2023,Domestic Aviation,0.00805635
Italy,10/09/2023,Ground Transport,0.24192
Italy,10/09/2023,Industry,0.120131
Italy,10/09/2023,International Aviation,0
Italy,10/09/2023,Power,0.157569
Italy,10/09/2023,Residential,0.0695818
Japan,10/09/2023,Domestic Aviation,0.029707
Japan,10/09/2023,Ground Transport,0.429743
Japan,10/09/2023,Industry,0.576988
Japan,10/09/2023,International Aviation,0
Japan,10/09/2023,Power,1.20896
Japan,10/09/2023,Residential,0.12188
ROW,10/09/2023,Domestic Aviation,0.185127
ROW,10/09/2023,Ground Transport,5.60321
ROW,10/09/2023,Industry,9.20544
ROW,10/09/2023,International Aviation,1.72876
ROW,10/09/2023,Power,9.36544
ROW,10/09/2023,Residential,1.49667
Russia,10/09/2023,Domestic Aviation,0.0562852
Russia,10/09/2023,Ground Transport,0.496646
Russia,10/09/2023,Industry,1.07416
Russia,10/09/2023,International Aviation,0
Russia,10/09/2023,Power,1.88174
Russia,10/09/2023,Residential,0.365683
Spain,10/09/2023,Domestic Aviation,0.0220386
Spain,10/09/2023,Ground Transport,0.163027
Spain,10/09/2023,Industry,0.168659
Spain,10/09/2023,International Aviation,0
Spain,10/09/2023,Power,0.113314
Spain,10/09/2023,Residential,0.0524917
United Kingdom,10/09/2023,Domestic Aviation,0.00422222
United Kingdom,10/09/2023,Ground Transport,0.275295
United Kingdom,10/09/2023,Industry,0.201096
United Kingdom,10/09/2023,International Aviation,0
United Kingdom,10/09/2023,Power,0.187098
United Kingdom,10/09/2023,Residential,0.130904
United States,10/09/2023,Domestic Aviation,0.38078
United States,10/09/2023,Ground Transport,3.75462
United States,10/09/2023,Industry,3.00397
United States,10/09/2023,International Aviation,0
United States,10/09/2023,Power,5.04698
United States,10/09/2023,Residential,0.916472
Brazil,11/09/2023,Domestic Aviation,0.0291032
Brazil,11/09/2023,Ground Transport,0.558133
Brazil,11/09/2023,Industry,0.366258
Brazil,11/09/2023,International Aviation,0
Brazil,11/09/2023,Power,0.0954221
Brazil,11/09/2023,Residential,0.111417
China,11/09/2023,Domestic Aviation,0.306663
China,11/09/2023,Ground Transport,2.76984
China,11/09/2023,Industry,11.093
China,11/09/2023,International Aviation,0
China,11/09/2023,Power,17.2019
China,11/09/2023,Residential,1.04552
EU27 & UK,11/09/2023,Domestic Aviation,0.0557094
EU27 & UK,11/09/2023,Ground Transport,2.48515
EU27 & UK,11/09/2023,Industry,2.37111
EU27 & UK,11/09/2023,International Aviation,0
EU27 & UK,11/09/2023,Power,2.24975
EU27 & UK,11/09/2023,Residential,0.573245
France,11/09/2023,Domestic Aviation,0.0117203
France,11/09/2023,Ground Transport,0.338833
France,11/09/2023,Industry,0.253814
France,11/09/2023,International Aviation,0
France,11/09/2023,Power,0.0580027
France,11/09/2023,Residential,0.0723211
Germany,11/09/2023,Domestic Aviation,0.00364518
Germany,11/09/2023,Ground Transport,0.395644
Germany,11/09/2023,Industry,0.440125
Germany,11/09/2023,International Aviation,0
Germany,11/09/2023,Power,0.594781
Germany,11/09/2023,Residential,0.0753833
India,11/09/2023,Domestic Aviation,0.0402702
India,11/09/2023,Ground Transport,0.922797
India,11/09/2023,Industry,2.14693
India,11/09/2023,International Aviation,0
India,11/09/2023,Power,3.91116
India,11/09/2023,Residential,0.294639
Italy,11/09/2023,Domestic Aviation,0.00765405
Italy,11/09/2023,Ground Transport,0.28952
Italy,11/09/2023,Industry,0.212336
Italy,11/09/2023,International Aviation,0
Italy,11/09/2023,Power,0.278509
Italy,11/09/2023,Residential,0.0696011
Japan,11/09/2023,Domestic Aviation,0.0297845
Japan,11/09/2023,Ground Transport,0.46889
Japan,11/09/2023,Industry,0.714267
Japan,11/09/2023,International Aviation,0
Japan,11/09/2023,Power,1.4966
Japan,11/09/2023,Residential,0.12188
ROW,11/09/2023,Domestic Aviation,0.196517
ROW,11/09/2023,Ground Transport,6.57952
ROW,11/09/2023,Industry,9.83257
ROW,11/09/2023,International Aviation,1.68516
ROW,11/09/2023,Power,10.025
ROW,11/09/2023,Residential,1.53261
Russia,11/09/2023,Domestic Aviation,0.0546704
Russia,11/09/2023,Ground Transport,0.715571
Russia,11/09/2023,Industry,1.13075
Russia,11/09/2023,International Aviation,0
Russia,11/09/2023,Power,1.98088
Russia,11/09/2023,Residential,0.350401
Spain,11/09/2023,Domestic Aviation,0.0216065
Spain,11/09/2023,Ground Transport,0.243067
Spain,11/09/2023,Industry,0.220014
Spain,11/09/2023,International Aviation,0
Spain,11/09/2023,Power,0.147816
Spain,11/09/2023,Residential,0.0527006
United Kingdom,11/09/2023,Domestic Aviation,0.00512701
United Kingdom,11/09/2023,Ground Transport,0.292346
United Kingdom,11/09/2023,Industry,0.237026
United Kingdom,11/09/2023,International Aviation,0
United Kingdom,11/09/2023,Power,0.220526
United Kingdom,11/09/2023,Residential,0.134018
United States,11/09/2023,Domestic Aviation,0.417728
United States,11/09/2023,Ground Transport,3.82085
United States,11/09/2023,Industry,2.96541
United States,11/09/2023,International Aviation,0
United States,11/09/2023,Power,4.98221
United States,11/09/2023,Residential,0.934134
Brazil,12/09/2023,Domestic Aviation,0.0286647
Brazil,12/09/2023,Ground Transport,0.607037
Brazil,12/09/2023,Industry,0.388798
Brazil,12/09/2023,International Aviation,0
Brazil,12/09/2023,Power,0.101295
Brazil,12/09/2023,Residential,0.111417
China,12/09/2023,Domestic Aviation,0.30191
China,12/09/2023,Ground Transport,2.77142
China,12/09/2023,Industry,11.0498
China,12/09/2023,International Aviation,0
China,12/09/2023,Power,17.1349
China,12/09/2023,Residential,1.0707
EU27 & UK,12/09/2023,Domestic Aviation,0.0533459
EU27 & UK,12/09/2023,Ground Transport,2.55825
EU27 & UK,12/09/2023,Industry,2.6613
EU27 & UK,12/09/2023,International Aviation,0
EU27 & UK,12/09/2023,Power,2.52508
EU27 & UK,12/09/2023,Residential,0.59163
France,12/09/2023,Domestic Aviation,0.0104448
France,12/09/2023,Ground Transport,0.347079
France,12/09/2023,Industry,0.318807
France,12/09/2023,International Aviation,0
France,12/09/2023,Power,0.072855
France,12/09/2023,Residential,0.0727277
Germany,12/09/2023,Domestic Aviation,0.00345717
Germany,12/09/2023,Ground Transport,0.400603
Germany,12/09/2023,Industry,0.517083
Germany,12/09/2023,International Aviation,0
Germany,12/09/2023,Power,0.698781
Germany,12/09/2023,Residential,0.0753927
India,12/09/2023,Domestic Aviation,0.041407
India,12/09/2023,Ground Transport,0.933127
India,12/09/2023,Industry,2.24151
India,12/09/2023,International Aviation,0
India,12/09/2023,Power,4.08345
India,12/09/2023,Residential,0.293838
Italy,12/09/2023,Domestic Aviation,0.00782714
Italy,12/09/2023,Ground Transport,0.29517
Italy,12/09/2023,Industry,0.237973
Italy,12/09/2023,International Aviation,0
Italy,12/09/2023,Power,0.312136
Italy,12/09/2023,Residential,0.069926
Japan,12/09/2023,Domestic Aviation,0.0292956
Japan,12/09/2023,Ground Transport,0.469063
Japan,12/09/2023,Industry,0.722767
Japan,12/09/2023,International Aviation,0
Japan,12/09/2023,Power,1.51441
Japan,12/09/2023,Residential,0.12188
ROW,12/09/2023,Domestic Aviation,0.195668
ROW,12/09/2023,Ground Transport,6.77956
ROW,12/09/2023,Industry,9.98931
ROW,12/09/2023,International Aviation,1.67481
ROW,12/09/2023,Power,10.2649
ROW,12/09/2023,Residential,1.61677
Russia,12/09/2023,Domestic Aviation,0.0531437
Russia,12/09/2023,Ground Transport,0.725163
Russia,12/09/2023,Industry,1.14641
Russia,12/09/2023,International Aviation,0
Russia,12/09/2023,Power,2.00831
Russia,12/09/2023,Residential,0.342574
Spain,12/09/2023,Domestic Aviation,0.0199787
Spain,12/09/2023,Ground Transport,0.268029
Spain,12/09/2023,Industry,0.237822
Spain,12/09/2023,International Aviation,0
Spain,12/09/2023,Power,0.159781
Spain,12/09/2023,Residential,0.0535512
United Kingdom,12/09/2023,Domestic Aviation,0.00491786
United Kingdom,12/09/2023,Ground Transport,0.30387
United Kingdom,12/09/2023,Industry,0.260698
United Kingdom,12/09/2023,International Aviation,0
United Kingdom,12/09/2023,Power,0.242551
United Kingdom,12/09/2023,Residential,0.153008
United States,12/09/2023,Domestic Aviation,0.438094
United States,12/09/2023,Ground Transport,4.58308
United States,12/09/2023,Industry,3.18929
United States,12/09/2023,International Aviation,0
United States,12/09/2023,Power,5.35834
United States,12/09/2023,Residential,0.956057
Brazil,13/09/2023,Domestic Aviation,0.028523
Brazil,13/09/2023,Ground Transport,0.611466
Brazil,13/09/2023,Industry,0.383974
Brazil,13/09/2023,International Aviation,0
Brazil,13/09/2023,Power,0.100038
Brazil,13/09/2023,Residential,0.111417
China,13/09/2023,Domestic Aviation,0.306113
China,13/09/2023,Ground Transport,2.77826
China,13/09/2023,Industry,10.8063
China,13/09/2023,International Aviation,0
China,13/09/2023,Power,16.7574
China,13/09/2023,Residential,1.05096
EU27 & UK,13/09/2023,Domestic Aviation,0.0536724
EU27 & UK,13/09/2023,Ground Transport,2.58004
EU27 & UK,13/09/2023,Industry,2.47362
EU27 & UK,13/09/2023,International Aviation,0
EU27 & UK,13/09/2023,Power,2.34701
EU27 & UK,13/09/2023,Residential,0.655767
France,13/09/2023,Domestic Aviation,0.0107754
France,13/09/2023,Ground Transport,0.344979
France,13/09/2023,Industry,0.390905
France,13/09/2023,International Aviation,0
France,13/09/2023,Power,0.0893313
France,13/09/2023,Residential,0.0791444
Germany,13/09/2023,Domestic Aviation,0.00348363
Germany,13/09/2023,Ground Transport,0.406187
Germany,13/09/2023,Industry,0.49247
Germany,13/09/2023,International Aviation,0
Germany,13/09/2023,Power,0.66552
Germany,13/09/2023,Residential,0.100917
India,13/09/2023,Domestic Aviation,0.0413876
India,13/09/2023,Ground Transport,0.936646
India,13/09/2023,Industry,2.32414
India,13/09/2023,International Aviation,0
India,13/09/2023,Power,4.23399
India,13/09/2023,Residential,0.294173
Italy,13/09/2023,Domestic Aviation,0.00748371
Italy,13/09/2023,Ground Transport,0.300661
Italy,13/09/2023,Industry,0.231841
Italy,13/09/2023,International Aviation,0
Italy,13/09/2023,Power,0.304092
Italy,13/09/2023,Residential,0.071176
Japan,13/09/2023,Domestic Aviation,0.0295061
Japan,13/09/2023,Ground Transport,0.468371
Japan,13/09/2023,Industry,0.726266
Japan,13/09/2023,International Aviation,0
